"Nom","Code postal","Pays","État","Hub de rattachement","ID"
"AFSOU  ","19127","Maroc","L'Oriental (MA)","HUB_NADOR","19127"
"AGADIR​","19128","Maroc","Souss-Massa (MA)","HUB_AGADIR","19128"
"AGALMOUS  ","19129","Maroc","Béni Mellal-Khénifra (MA)","HUB_BENI MELLAL","19129"
"AGDEZ  ","19130","Maroc","Drâa-Tafilalet (MA)","HUB_OUARZAZATE","19130"
"AGERD​","19131","Maroc","Marrakech-Safi (MA)","HUB_ESSAOUIRA","19131"
"AGHBALA  ","19132","Maroc","Béni Mellal-Khénifra (MA)","HUB_BENI MELLAL","19132"
"AGHBALO NISRDAN  ","19133","Maroc","Béni Mellal-Khénifra (MA)","HUB_BENI MELLAL","19133"
"AGHBALO OKARKAR  ","19134","Maroc","Béni Mellal-Khénifra (MA)","HUB_BENI MELLAL","19134"
"AGLOU​","19135","Maroc","Souss-Massa (MA)","HUB_TIZNIT","19135"
"AGOUIM  ","19136","Maroc","Drâa-Tafilalet (MA)","HUB_OUARZAZATE","19136"
"AGOURAY  ","19137","Maroc","Dakhla-Oued Ed-Dahab (MA)","HUB_CASABLANCA","19137"
"AHFIR​","19138","Maroc","L'Oriental (MA)","HUB_OUJDA","19138"
"AIN HAROUDA ","19139","Maroc","Casablanca-Settat (MA)","HUB_MOHAMMEDIA","19139"
"AIN AAOUDA​","19140","Maroc","Rabat-Salé-Kénitra (MA)","HUB_TEMARA","19140"
"AIN AATIQ​","19141","Maroc","Rabat-Salé-Kénitra (MA)","HUB_TEMARA","19141"
"AIN AICHA  ","19142","Maroc","Béni Mellal-Khénifra (MA)","HUB_BENI MELLAL","19142"
"AIN AICHA  ","19143","Maroc","Fès-Meknès (MA)","HUB_FES","19143"
"AIN ARISS  ","19144","Maroc","Rabat-Salé-Kénitra (MA)","HUB_KENITRA","19144"
"AIN BARDA  ","19145","Maroc","Fès-Meknès (MA)","HUB_FES","19145"
"AIN BNI MATHAR​","19146","Maroc","L'Oriental (MA)","HUB_OUJDA","19146"
"AIN BOUMASSAY  ","19147","Maroc","Fès-Meknès (MA)","HUB_FES","19147"
"AIN CHEGGAG  ","19148","Maroc","Fès-Meknès (MA)","HUB_FES","19148"
"AIN CHQEF  ","19149","Maroc","Fès-Meknès (MA)","HUB_FES","19149"
"AIN DALIA  ","19150","Maroc","Tanger-Tétouan-Al Hoceïma (MA)","HUB_TANGER","19150"
"AIN KICHER  ","19151","Maroc","Béni Mellal-Khénifra (MA)","HUB_KHOURIBGA","19151"
"AIN LAAH  ","19152","Maroc","Fès-Meknès (MA)","HUB_FES","19152"
"AIN LAHCEN  ","19153","Maroc","Tanger-Tétouan-Al Hoceïma (MA)","HUB_TANGER","19153"
"AIN LEGDEH  ","19154","Maroc","Fès-Meknès (MA)","HUB_FES","19154"
"AIN LOUHE  ","19155","Maroc","Fès-Meknès (MA)","HUB_MEKNES","19155"
"AIN MAATOUF  ","19156","Maroc","Fès-Meknès (MA)","HUB_FES","19156"
"AIN MEDIOUNA  ","19157","Maroc","Fès-Meknès (MA)","HUB_FES","19157"
"AIN TAOUJDATE  ","19158","Maroc","Fès-Meknès (MA)","HUB_FES","19158"
"AIN ZOHRA  ","19159","Maroc","L'Oriental (MA)","HUB_NADOR","19159"
"AIT MELLOUL","19775","Maroc","Drâa-Tafilalet (MA)","HUB_MARRAKECH","19775"
"ait meloul","19774","Maroc","L'Oriental (MA)","HUB_MARRAKECH","19774"
"AIT AMIRA​","19160","Maroc","Souss-Massa (MA)","HUB_AGADIR","19160"
"AIT ATTAB  ","19161","Maroc","Béni Mellal-Khénifra (MA)","HUB_BENI MELLAL","19161"
"AIT BAZZA  ","19162","Maroc","Fès-Meknès (MA)","HUB_FES","19162"
"AIT BELKACEM  ","19163","Maroc","Rabat-Salé-Kénitra (MA)","HUB_SALE","19163"
"AIT BENHDDOU  ","19164","Maroc","Drâa-Tafilalet (MA)","HUB_OUARZAZATE","19164"
"AIT DAOUD​","19165","Maroc","Marrakech-Safi (MA)","HUB_ESSAOUIRA","19165"
"AIT IAAZZA​","19166","Maroc","Souss-Massa (MA)","HUB_AGADIR","19166"
"AIT ISHAK  ","19167","Maroc","Béni Mellal-Khénifra (MA)","HUB_BENI MELLAL","19167"
"AIT KAMARA  ","19168","Maroc","Tanger-Tétouan-Al Hoceïma (MA)","HUB_ALHOCEIMA","19168"
"AIT MAJDAN  ","19169","Maroc","Béni Mellal-Khénifra (MA)","HUB_BENI MELLAL","19169"
"AIT MELLOUL​","19170","Maroc","Souss-Massa (MA)","HUB_AGADIR","19170"
"AIT MHAMED  ","19171","Maroc","Béni Mellal-Khénifra (MA)","HUB_BENI MELLAL","19171"
"AIT MILK​","19172","Maroc","Souss-Massa (MA)","HUB_DAKHLA","19172"
"AIT OUALLAL  ","19173","Maroc","Fès-Meknès (MA)","HUB_FES","19173"
"AIT OUFELLA ","19174","Maroc","Fès-Meknès (MA)","HUB_MEKNES","19174"
"AIT OUMRIBET​","19175","Maroc","Souss-Massa (MA)","HUB_TIZNIT","19175"
"AIT OURIR  ","19176","Maroc","Marrakech-Safi (MA)","HUB_MARRAKECH","19176"
"AIT SEBAA  ","19177","Maroc","Fès-Meknès (MA)","HUB_FES","19177"
"AIT SEDRAT  ","19178","Maroc","Drâa-Tafilalet (MA)","HUB_OUARZAZATE","19178"
"AJDIR GZENAYA ","19180","Maroc","Tanger-Tétouan-Al Hoceïma (MA)","HUB_ALHOCEIMA","19180"
"AJDIR  ","19179","Maroc","Tanger-Tétouan-Al Hoceïma (MA)","HUB_ALHOCEIMA","19179"
"AKLIM  ","19181","Maroc","L'Oriental (MA)","HUB_NADOR","19181"
"AKNOUL​","19182","Maroc","Fès-Meknès (MA)","HUB_TAZA","19182"
"ALLAL LBEHRAOUI  ","19185","Maroc","Rabat-Salé-Kénitra (MA)","HUB_SALE","19185"
"ALLAL TAZI  ","19186","Maroc","Rabat-Salé-Kénitra (MA)","HUB_KENITRA","19186"
"ALMIS GUIGOU  ","19187","Maroc","Fès-Meknès (MA)","HUB_FES","19187"
"ALMIS MARMOUCHA  ","19188","Maroc","Fès-Meknès (MA)","HUB_FES","19188"
"ALNIF  ","19189","Maroc","Drâa-Tafilalet (MA)","HUB_ERRACHIDIA","19189"
"AL AROUI  ","19183","Maroc","L'Oriental (MA)","HUB_NADOR","19183"
"AL HOCEIMA  ","19184","Maroc","Tanger-Tétouan-Al Hoceïma (MA)","HUB_ALHOCEIMA","19184"
"AMERZGANE  ","19190","Maroc","Drâa-Tafilalet (MA)","HUB_OUARZAZATE","19190"
"AMESKROUD​","19191","Maroc","Souss-Massa (MA)","HUB_AGADIR","19191"
"AMSA  ","19192","Maroc","Tanger-Tétouan-Al Hoceïma (MA)","HUB_TANGER","19192"
"AMTAR  ","19193","Maroc","Tanger-Tétouan-Al Hoceïma (MA)","HUB_TANGER","19193"
"AMZMIZ  ","19194","Maroc","Marrakech-Safi (MA)","HUB_MARRAKECH","19194"
"ANZA​","19195","Maroc","Souss-Massa (MA)","HUB_AGADIR","19195"
"ANZI​","19196","Maroc","Souss-Massa (MA)","HUB_TIZNIT","19196"
"AOUFOUS  ","19197","Maroc","Drâa-Tafilalet (MA)","HUB_ERRACHIDIA","19197"
"AOULOUZ​","19198","Maroc","Laâyoune-Sakia El Hamra (MA)","HUB_LAAYOUNE","19198"
"AOURIR​","19199","Maroc","Souss-Massa (MA)","HUB_AGADIR","19199"
"AQCHOUR  ","19200","Maroc","Tanger-Tétouan-Al Hoceïma (MA)","HUB_TANGER","19200"
"AQERMUD​","19201","Maroc","Marrakech-Safi (MA)","HUB_ESSAOUIRA","19201"
"ARBAA MESTI​","19202","Maroc","Souss-Massa (MA)","HUB_TIZNIT","19202"
"ARBAA SHOUL  ","19203","Maroc","Rabat-Salé-Kénitra (MA)","HUB_SALE","19203"
"ARHBALOU AKORARE  ","19204","Maroc","Fès-Meknès (MA)","HUB_FES","19204"
"ASJEN  ","19205","Maroc","Rabat-Salé-Kénitra (MA)","HUB_KENITRA","19205"
"ASNI  ","19206","Maroc","Marrakech-Safi (MA)","HUB_MARRAKECH","19206"
"ASSA​","19207","Maroc","Guelmim-Oued Noun (MA)","HUB_GUELMIM","19207"
"ASSEBBAB  ","19208","Maroc","L'Oriental (MA)","HUB_NADOR","19208"
"ASSILAH  ","19209","Maroc","Tanger-Tétouan-Al Hoceïma (MA)","HUB_TANGER","19209"
"AZARZOU  ","19210","Maroc","Béni Mellal-Khénifra (MA)","HUB_BENI MELLAL","19210"
"AZEMOUR​","19211","Maroc","Casablanca-Settat (MA)","HUB_EL JADIDA","19211"
"AZILAL  ","19212","Maroc","Béni Mellal-Khénifra (MA)","HUB_BENI MELLAL","19212"
"AZLA  ","19213","Maroc","Tanger-Tétouan-Al Hoceïma (MA)","HUB_TANGER","19213"
"AZROU  ","19214","Maroc","Fès-Meknès (MA)","HUB_MEKNES","19214"
"AZZABA  ","19215","Maroc","Fès-Meknès (MA)","HUB_FES","19215"
"BAB BERED  ","19216","Maroc","Tanger-Tétouan-Al Hoceïma (MA)","HUB_TANGER","19216"
"BAB BOUDIR​","19217","Maroc","Fès-Meknès (MA)","HUB_TAZA","19217"
"BAB MARZOUGA​","19218","Maroc","Fès-Meknès (MA)","HUB_TAZA","19218"
"BAB OUANDAR  ","19219","Maroc","Fès-Meknès (MA)","HUB_FES","19219"
"BAB TAZA  ","19220","Maroc","Tanger-Tétouan-Al Hoceïma (MA)","HUB_TANGER","19220"
"BARAKATE ERRADI​","19221","Maroc","Marrakech-Safi (MA)","HUB_ESSAOUIRA","19221"
"BELFAA​","19222","Maroc","Souss-Massa (MA)","HUB_TIZNIT","19222"
"BELFAA​","19223","Maroc","Souss-Massa (MA)","HUB_AGADIR","19223"
"BELYOUNOCH  ","19224","Maroc","Tanger-Tétouan-Al Hoceïma (MA)","HUB_TANGER","19224"
"BENI MELLAL","19230","Maroc","Béni Mellal-Khénifra (MA)","HUB_BENI MELLAL","19230"
"BENI ABDELLAH  ","19231","Maroc","Tanger-Tétouan-Al Hoceïma (MA)","HUB_ALHOCEIMA","19231"
"BEN SLIMAN ","19225","Maroc","Casablanca-Settat (MA)","HUB_MOHAMMEDIA","19225"
"BEN GRIR  ","19226","Maroc","Marrakech-Safi (MA)","HUB_MARRAKECH","19226"
"BEN HMED  ","19227","Maroc","Béni Mellal-Khénifra (MA)","HUB_KHOURIBGA","19227"
"BEN MANSOUR  ","19228","Maroc","Rabat-Salé-Kénitra (MA)","HUB_KENITRA","19228"
"BEN TAEIB  ","19229","Maroc","L'Oriental (MA)","HUB_NADOR","19229"
"BERKANE​","19232","Maroc","L'Oriental (MA)","HUB_OUJDA","19232"
"BERRCHID ","19233","Maroc","Casablanca-Settat (MA)","HUB_CASABLANCA","19233"
"BHALIL  ","19234","Maroc","Fès-Meknès (MA)","HUB_FES","19234"
"BIN LWIDAN  ","19235","Maroc","Béni Mellal-Khénifra (MA)","HUB_BENI MELLAL","19235"
"BIOUGRA​","19236","Maroc","Souss-Massa (MA)","HUB_AGADIR","19236"
"BIRIYECH  ","19239","Maroc","Tanger-Tétouan-Al Hoceïma (MA)","HUB_TANGER","19239"
"BIRKOUATE​","19240","Maroc","Marrakech-Safi (MA)","HUB_ESSAOUIRA","19240"
"BIR MEZOUI  ","19237","Maroc","Béni Mellal-Khénifra (MA)","HUB_KHOURIBGA","19237"
"BIR TAMTAM  ","19238","Maroc","Fès-Meknès (MA)","HUB_FES","19238"
"BITTIT  ","19241","Maroc","Fès-Meknès (MA)","HUB_FES","19241"
"BIZDAD​","19242","Maroc","Marrakech-Safi (MA)","HUB_ESSAOUIRA","19242"
"BNIDRAR​","19253","Maroc","L'Oriental (MA)","HUB_OUJDA","19253"
"BNI KHLOUG ","19243","Maroc","Casablanca-Settat (MA)","HUB_SETTAT","19243"
"BNI AAYAT  ","19244","Maroc","Béni Mellal-Khénifra (MA)","HUB_BENI MELLAL","19244"
"BNI ANSAR  ","19245","Maroc","L'Oriental (MA)","HUB_NADOR","19245"
"BNI BOUAYACH  ","19246","Maroc","Tanger-Tétouan-Al Hoceïma (MA)","HUB_ALHOCEIMA","19246"
"BNI BOUFRAH  ","19247","Maroc","Tanger-Tétouan-Al Hoceïma (MA)","HUB_ALHOCEIMA","19247"
"BNI FRASSEN​","19248","Maroc","Fès-Meknès (MA)","HUB_TAZA","19248"
"BNI HADIFA  ","19249","Maroc","Tanger-Tétouan-Al Hoceïma (MA)","HUB_ALHOCEIMA","19249"
"BNI KORRA  ","19250","Maroc","Fès-Meknès (MA)","HUB_FES","19250"
"BNI SAID  ","19251","Maroc","Tanger-Tétouan-Al Hoceïma (MA)","HUB_TANGER","19251"
"BNI SIDEL LOUTA  ","19252","Maroc","L'Oriental (MA)","HUB_NADOR","19252"
"BOIZAKARNE​","19254","Maroc","Guelmim-Oued Noun (MA)","HUB_GUELMIM","19254"
"BOUARG  ","19255","Maroc","L'Oriental (MA)","HUB_NADOR","19255"
"BOUAROUS  ","19256","Maroc","Fès-Meknès (MA)","HUB_FES","19256"
"BOUCHABEL  ","19257","Maroc","Fès-Meknès (MA)","HUB_FES","19257"
"BOUDERBALA  ","19258","Maroc","Fès-Meknès (MA)","HUB_MEKNES","19258"
"BOUDNIB  ","19259","Maroc","Drâa-Tafilalet (MA)","HUB_ERRACHIDIA","19259"
"BOUFEKRAN  ","19260","Maroc","Fès-Meknès (MA)","HUB_MEKNES","19260"
"BOUGUEDRA​","19261","Maroc","Marrakech-Safi (MA)","HUB_SAFI","19261"
"BOUHLOU​","19262","Maroc","Fès-Meknès (MA)","HUB_TAZA","19262"
"BOUHOUDA  ","19263","Maroc","Fès-Meknès (MA)","HUB_FES","19263"
"BOUJAAD  ","19264","Maroc","Béni Mellal-Khénifra (MA)","HUB_KHOURIBGA","19264"
"BOUJNIBA  ","19265","Maroc","Béni Mellal-Khénifra (MA)","HUB_KHOURIBGA","19265"
"BOUKCHMIR  ","19266","Maroc","Rabat-Salé-Kénitra (MA)","HUB_SALE","19266"
"BOUKIDAN  ","19267","Maroc","Tanger-Tétouan-Al Hoceïma (MA)","HUB_ALHOCEIMA","19267"
"BOULAAJOUL  ","19268","Maroc","Fès-Meknès (MA)","HUB_MEKNES","19268"
"BOULANOUAR  ","19269","Maroc","Béni Mellal-Khénifra (MA)","HUB_KHOURIBGA","19269"
"BOULKNADEL  ","19270","Maroc","Rabat-Salé-Kénitra (MA)","HUB_SALE","19270"
"BOULMANE  ","19271","Maroc","Fès-Meknès (MA)","HUB_FES","19271"
"BOUMALNE DADES  ","19272","Maroc","Drâa-Tafilalet (MA)","HUB_OUARZAZATE","19272"
"BOUMIA ","19274","Maroc","Béni Mellal-Khénifra (MA)","HUB_BENI MELLAL","19274"
"BOUMIA  ","19273","Maroc","Béni Mellal-Khénifra (MA)","HUB_BENI MELLAL","19273"
"BOUNAAMANE​","19275","Maroc","Souss-Massa (MA)","HUB_TIZNIT","19275"
"BOUSKOURA ","19276","Maroc","Casablanca-Settat (MA)","HUB_CASABLANCA","19276"
"BOUYAFAR  ","19277","Maroc","L'Oriental (MA)","HUB_NADOR","19277"
"BOUZEMLANE  ","19278","Maroc","Fès-Meknès (MA)","HUB_FES","19278"
"BOUZNIKA ","19279","Maroc","Casablanca-Settat (MA)","HUB_MOHAMMEDIA","19279"
"BZOU  ","19280","Maroc","Béni Mellal-Khénifra (MA)","HUB_BENI MELLAL","19280"
"CAPO NEGRO  ","19281","Maroc","Tanger-Tétouan-Al Hoceïma (MA)","HUB_TANGER","19281"
"CASABLANCA","42","Maroc","Casablanca-Settat (MA)","HUB_CASABLANCA","42"
"CHEFCHAOUEN  ","19283","Maroc","Tanger-Tétouan-Al Hoceïma (MA)","HUB_TANGER","19283"
"CHICHAWA  ","19284","Maroc","Marrakech-Safi (MA)","HUB_MARRAKECH","19284"
"CHTOUKA​","19286","Maroc","Casablanca-Settat (MA)","HUB_EL JADIDA","19286"
"CHTOUKA AIT BAHA​","19285","Maroc","Souss-Massa (MA)","HUB_AGADIR","19285"
"CHWITAR  ","19287","Maroc","Marrakech-Safi (MA)","HUB_MARRAKECH","19287"
"COMMUNE BOUABOUT​","19288","Maroc","Marrakech-Safi (MA)","HUB_ESSAOUIRA","19288"
"COMMUNE ISHAK​","19289","Maroc","Marrakech-Safi (MA)","HUB_ESSAOUIRA","19289"
"COMMUNE KORIMATE​","19290","Maroc","Marrakech-Safi (MA)","HUB_ESSAOUIRA","19290"
"COMMUNE MEJJI​","19291","Maroc","Marrakech-Safi (MA)","HUB_ESSAOUIRA","19291"
"COMMUNE MRAMER​","19292","Maroc","Marrakech-Safi (MA)","HUB_ESSAOUIRA","19292"
"DAAIDAT  ","19293","Maroc","Tanger-Tétouan-Al Hoceïma (MA)","HUB_TANGER","19293"
"DAKHLA​","19294","Maroc","Dakhla-Oued Ed-Dahab (MA)","HUB_DAKHLA","19294"
"DAMNATE  ","19295","Maroc","Béni Mellal-Khénifra (MA)","HUB_BENI MELLAL","19295"
"DAR BOUAZA ","19296","Maroc","Casablanca-Settat (MA)","HUB_CASABLANCA","19296"
"DAROUA ","19304","Maroc","Casablanca-Settat (MA)","HUB_CASABLANCA","19304"
"DAR BELAMRI  ","19297","Maroc","Rabat-Salé-Kénitra (MA)","HUB_KENITRA","19297"
"DAR EL HAMRA  ","19298","Maroc","Fès-Meknès (MA)","HUB_FES","19298"
"DAR EL KEBDANI  ","19299","Maroc","L'Oriental (MA)","HUB_NADOR","19299"
"DAR GUEDDARI  ","19300","Maroc","Rabat-Salé-Kénitra (MA)","HUB_KENITRA","19300"
"DAR LAASLOUJI  ","19301","Maroc","Rabat-Salé-Kénitra (MA)","HUB_KENITRA","19301"
"DAR LQAYD SI ISSA​","19302","Maroc","Marrakech-Safi (MA)","HUB_SAFI","19302"
"DAR SI ISSA​","19303","Maroc","Marrakech-Safi (MA)","HUB_SAFI","19303"
"DAYET AOUA  ","19305","Maroc","Fès-Meknès (MA)","HUB_FES","19305"
"DCHEIRA​","19306","Maroc","Souss-Massa (MA)","HUB_AGADIR","19306"
"DEBDOU​","19307","Maroc","L'Oriental (MA)","HUB_OUJDA","19307"
"DERDARA  ","19308","Maroc","Tanger-Tétouan-Al Hoceïma (MA)","HUB_TANGER","19308"
"DIKI  ","19309","Maroc","Tanger-Tétouan-Al Hoceïma (MA)","HUB_TANGER","19309"
"DLALHA ","19310","Maroc","Rabat-Salé-Kénitra (MA)","HUB_KENITRA","19310"
"DRARGA​","19311","Maroc","Souss-Massa (MA)","HUB_AGADIR","19311"
"DRIOUCH  ","19312","Maroc","L'Oriental (MA)","HUB_NADOR","19312"
"ECHEMMAIA​","19313","Maroc","Marrakech-Safi (MA)","HUB_SAFI","19313"
"EDDALYA  ","19314","Maroc","Tanger-Tétouan-Al Hoceïma (MA)","HUB_TANGER","19314"
"EL BROUJ ","19315","Maroc","Casablanca-Settat (MA)","HUB_SETTAT","19315"
"EL FOKRA ","19316","Maroc","Béni Mellal-Khénifra (MA)","HUB_KHOURIBGA","19316"
"EL GARA","19126","Maroc","Casablanca-Settat (MA)","HUB_CASABLANCA","19126"
"EL ADREJ  ","19317","Maroc","Fès-Meknès (MA)","HUB_FES","19317"
"EL AOUAMRA  ","19318","Maroc","Tanger-Tétouan-Al Hoceïma (MA)","HUB_TANGER","19318"
"EL ARBAA DU RHARB  ","19319","Maroc","Rabat-Salé-Kénitra (MA)","HUB_KENITRA","19319"
"EL BADOUZA​","19320","Maroc","Marrakech-Safi (MA)","HUB_SAFI","19320"
"EL BESSABSSA  ","19321","Maroc","Fès-Meknès (MA)","HUB_FES","19321"
"EL GHAZOUA​","19322","Maroc","Marrakech-Safi (MA)","HUB_ESSAOUIRA","19322"
"EL GOUFFAF  ","19323","Maroc","Béni Mellal-Khénifra (MA)","HUB_KHOURIBGA","19323"
"EL HADDADA  ","19324","Maroc","Rabat-Salé-Kénitra (MA)","HUB_KENITRA","19324"
"EL HAJEB  ","19326","Maroc","Fès-Meknès (MA)","HUB_MEKNES","19326"
"EL HAJ KADOUR  ","19325","Maroc","Fès-Meknès (MA)","HUB_MEKNES","19325"
"EL HAMMAM JBEL DOUM  ","19327","Maroc","Rabat-Salé-Kénitra (MA)","HUB_SALE","19327"
"EL JADIDA​","19328","Maroc","Casablanca-Settat (MA)","HUB_EL JADIDA","19328"
"EL JEBEHA ","19329","Maroc","Tanger-Tétouan-Al Hoceïma (MA)","HUB_TANGER","19329"
"EL JORF  ","19330","Maroc","Drâa-Tafilalet (MA)","HUB_ERRACHIDIA","19330"
"EL KENSARA  ","19331","Maroc","Rabat-Salé-Kénitra (MA)","HUB_SALE","19331"
"EL MELHA  ","19332","Maroc","Rabat-Salé-Kénitra (MA)","HUB_KENITRA","19332"
"EL MENZEL ","19333","Maroc","Fès-Meknès (MA)","HUB_FES","19333"
"EL MERS  ","19334","Maroc","Fès-Meknès (MA)","HUB_FES","19334"
"EL MORHRANE  ","19335","Maroc","Rabat-Salé-Kénitra (MA)","HUB_KENITRA","19335"
"EL OUATIA TANTAN​","19336","Maroc","Guelmim-Oued Noun (MA)","HUB_GUELMIM","19336"
"ENJIL AIT LAHCEN  ","19338","Maroc","Fès-Meknès (MA)","HUB_FES","19338"
"ENJIL  ","19337","Maroc","Fès-Meknès (MA)","HUB_FES","19337"
"ERFOUD  ","19339","Maroc","Drâa-Tafilalet (MA)","HUB_ERRACHIDIA","19339"
"ERRACHIDIA  ","19340","Maroc","Drâa-Tafilalet (MA)","HUB_ERRACHIDIA","19340"
"ESSAOUIRA​","19341","Maroc","Marrakech-Safi (MA)","HUB_ESSAOUIRA","19341"
"ESSIFA  ","19342","Maroc","Drâa-Tafilalet (MA)","HUB_ERRACHIDIA","19342"
